,GHO,DATASOURCE,PUBLISHSTATE,YEAR,REGION,COUNTRY,EDUCATIONLEVEL,SEX,RESIDENCEAREATYPE,WEALTHQUINTILE,DHSMICSGEOREGION,Display Value,Numeric,Low,High,Comments
720,carep,EQ_DHS,PUBLISHED,2006,EMR,PAK,,,,WQ3,,66.2 [57.1-74.2],66.17139,57.067530000000005,74.21696999999999,
721,carep,EQ_DHS,PUBLISHED,2006,EMR,PAK,,,,WQ4,,77.6 [70.4-83.5],77.60446999999999,70.40878000000001,83.4614,
722,carep,EQ_DHS,PUBLISHED,2006,EMR,PAK,,,,WQ5,,85.7 [78.3-90.8],85.68231999999999,78.311,90.84138,
723,carep,EQ_RHS,PUBLISHED,2008,AMR,PRY,,,,WQ4,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
724,carep,EQ_RHS,PUBLISHED,2008,AMR,PRY,,,,WQ5,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
725,carep,EQ_RHS,PUBLISHED,2004,AMR,PRY,,,,WQ1,,No data,,,,Not available.
726,carep,EQ_RHS,PUBLISHED,2004,AMR,PRY,,,,WQ2,,No data,,,,Not available.
727,carep,EQ_DHS,PUBLISHED,2016,AMR,PER,,,,WQ1,,58.6 [51.6-65.3],58.64566,51.63943,65.31858000000001,
728,carep,EQ_DHS,PUBLISHED,2016,AMR,PER,,,,WQ2,,62.3 [55.1-69.0],62.32651,55.10079,69.04271,
729,carep,EQ_DHS,PUBLISHED,2016,AMR,PER,,,,WQ3,,72.1 [64.1-78.9],72.07218,64.0754,78.87573,
730,carep,EQ_DHS,PUBLISHED,2016,AMR,PER,,,,WQ4,,74.8 [65.0-82.5],74.75137,65.02914,82.49817,
731,carep,EQ_DHS,PUBLISHED,2013,AMR,PER,,,,WQ2,,60.4 [48.3-71.4],60.409690000000005,48.27898,71.38176999999999,
732,carep,EQ_DHS,PUBLISHED,2013,AMR,PER,,,,WQ3,,68.4 [51.3-81.7],68.42576,51.34945,81.65018,
733,carep,EQ_DHS,PUBLISHED,2013,AMR,PER,,,,WQ4,,69.9 [52.6-83.0],69.93290999999999,52.60633000000001,82.97509000000001,Attention - Estimate is based on 25-49 cases.
734,carep,EQ_DHS,PUBLISHED,2013,AMR,PER,,,,WQ5,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
735,carep,EQ_DHS,PUBLISHED,2010,AMR,PER,,,,WQ4,,64.0 [46.7-78.3],63.982119999999995,46.711690000000004,78.26026999999999,
736,carep,EQ_DHS,PUBLISHED,2010,AMR,PER,,,,WQ5,,74.3 [54.6-87.4],74.30394,54.621340000000004,87.4162,Attention - Estimate is based on 25-49 cases.
737,carep,EQ_DHS,PUBLISHED,2009,AMR,PER,,,,WQ1,,72.0 [65.7-77.4],71.95730999999999,65.74454,77.43011,
738,carep,EQ_DHS,PUBLISHED,2009,AMR,PER,,,,WQ2,,77.7 [69.7-84.0],77.65057,69.66404,84.01691,
739,carep,EQ_DHS,PUBLISHED,2006,AMR,PER,,,,WQ1,,71.1 [54.1-83.7],71.09966,54.08481,83.70855999999999,
740,carep,EQ_DHS,PUBLISHED,2006,AMR,PER,,,,WQ2,,65.2 [49.7-78.0],65.19878,49.675940000000004,78.04926,
741,carep,EQ_DHS,PUBLISHED,2006,AMR,PER,,,,WQ3,,63.1 [41.2-80.7],63.13459,41.15609,80.74471,
742,carep,EQ_DHS,PUBLISHED,2006,AMR,PER,,,,WQ4,,85.5 [70.8-93.4],85.45569,70.7803,93.44324,Attention - Estimate is based on 25-49 cases.
743,carep,EQ_DHS,PUBLISHED,2000,AMR,PER,,,,WQ2,,No data,,,,Not available.
744,carep,EQ_DHS,PUBLISHED,2000,AMR,PER,,,,WQ3,,No data,,,,Not available.
745,carep,EQ_DHS,PUBLISHED,2000,AMR,PER,,,,WQ4,,No data,,,,Not available.
746,carep,EQ_DHS,PUBLISHED,2000,AMR,PER,,,,WQ5,,No data,,,,Not available.
747,carep,EQ_DHS,PUBLISHED,1996,AMR,PER,,,,WQ1,,No data,,,,Not available.
748,carep,EQ_DHS,PUBLISHED,2013,WPR,PHL,,,,WQ4,,71.5 [57.5-82.3],71.48756999999999,57.482119999999995,82.30015999999999,
749,carep,EQ_DHS,PUBLISHED,2013,WPR,PHL,,,,WQ5,,82.8 [62.8-93.2],82.75513000000001,62.834,93.1607,Attention - Estimate is based on 25-49 cases.
750,carep,EQ_DHS,PUBLISHED,2008,WPR,PHL,,,,WQ1,,41.6 [32.9-50.9],41.62644,32.87895,50.935140000000004,
751,carep,EQ_DHS,PUBLISHED,2008,WPR,PHL,,,,WQ2,,52.1 [39.2-64.7],52.06844,39.17669,64.69046,
752,carep,EQ_DHS,PUBLISHED,1993,WPR,PHL,,,,WQ1,,No data,,,,Not available.
753,carep,EQ_DHS,PUBLISHED,1993,WPR,PHL,,,,WQ2,,No data,,,,Not available.
754,carep,EQ_DHS,PUBLISHED,1993,WPR,PHL,,,,WQ3,,No data,,,,Not available.
755,carep,EQ_DHS,PUBLISHED,1993,WPR,PHL,,,,WQ4,,No data,,,,Not available.
756,carep,EQ_DHS,PUBLISHED,2005,EUR,MDA,,,,WQ3,,No data,,,,Not available.
757,carep,EQ_DHS,PUBLISHED,2005,EUR,MDA,,,,WQ4,,No data,,,,Not available.
758,carep,EQ_DHS,PUBLISHED,2005,EUR,MDA,,,,WQ5,,No data,,,,Not available.
759,carep,EQ_RHS,PUBLISHED,1997,EUR,MDA,,,,WQ1,,No data,,,,Not available.
760,carep,EQ_DHS,PUBLISHED,2010,AFR,RWA,,,,WQ4,,46.6 [30.7-63.1],46.56408,30.708440000000003,63.145830000000004,Attention - Estimate is based on 25-49 cases.
761,carep,EQ_DHS,PUBLISHED,2010,AFR,RWA,,,,WQ5,,74.8 [57.3-86.8],74.83394,57.31833,86.815,
762,carep,EQ_DHS,PUBLISHED,2005,AFR,RWA,,,,WQ1,,No data,,,,Not available.
763,carep,EQ_DHS,PUBLISHED,2005,AFR,RWA,,,,WQ2,,No data,,,,Not available.
764,carep,EQ_MICS,PUBLISHED,2014,AFR,STP,,,,WQ1,,52.9 [37.5-67.7],52.898790000000005,37.534420000000004,67.73283,Attention - Estimate is based on 25-49 cases.
765,carep,EQ_MICS,PUBLISHED,2014,AFR,STP,,,,WQ2,,62.6 [42.0-79.5],62.63851999999999,42.02888,79.4957,Attention - Estimate is based on 25-49 cases.
766,carep,EQ_MICS,PUBLISHED,2014,AFR,STP,,,,WQ3,,88.4 [72.7-95.6],88.38131,72.72823000000001,95.5943,Attention - Estimate is based on 25-49 cases.
767,carep,EQ_MICS,PUBLISHED,2014,AFR,STP,,,,WQ4,,72.2 [47.5-88.2],72.19211999999999,47.482459999999996,88.17189,Attention - Estimate is based on 25-49 cases.
768,carep,EQ_DHS,PUBLISHED,2016,AFR,SEN,,,,WQ3,,39.0 [18.1-65.0],39.03541,18.105539999999998,64.96647,Attention - Estimate is based on 25-49 cases.
769,carep,EQ_DHS,PUBLISHED,2016,AFR,SEN,,,,WQ4,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
770,carep,EQ_DHS,PUBLISHED,2016,AFR,SEN,,,,WQ5,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
771,carep,EQ_DHS,PUBLISHED,2015,AFR,SEN,,,,WQ1,,40.2 [29.9-51.5],40.19192,29.857,51.47874,
772,carep,EQ_DHS,PUBLISHED,2012,AFR,SEN,,,,WQ4,,71.9 [51.8-85.9],71.92511999999999,51.77578,85.9415,Attention - Estimate is based on 25-49 cases.
773,carep,EQ_DHS,PUBLISHED,2012,AFR,SEN,,,,WQ5,,64.2 [43.4-80.8],64.24204,43.378659999999996,80.81739,Attention - Estimate is based on 25-49 cases.
774,carep,EQ_DHS,PUBLISHED,2010,AFR,SEN,,,,WQ1,,32.1 [24.0-41.4],32.07196,23.95571,41.43953,
775,carep,EQ_DHS,PUBLISHED,2010,AFR,SEN,,,,WQ2,,38.4 [28.0-49.9],38.36951,27.97472,49.94822,
776,carep,EQ_DHS,PUBLISHED,2010,AFR,SEN,,,,WQ3,,55.9 [43.7-67.3],55.870540000000005,43.7355,67.34263,
777,carep,EQ_MICS,PUBLISHED,2014,EUR,SRB,,,,WQ1,,No data,,,,Not available.
778,carep,EQ_MICS,PUBLISHED,2014,EUR,SRB,,,,WQ2,,No data,,,,Not available.
779,carep,EQ_MICS,PUBLISHED,2014,EUR,SRB,,,,WQ3,,No data,,,,Not available.
780,carep,EQ_MICS,PUBLISHED,2014,EUR,SRB,,,,WQ4,,No data,,,,Not available.
781,carep,EQ_DHS,PUBLISHED,2013,AFR,SLE,,,,WQ3,,75.3 [65.2-83.3],75.34053,65.18248,83.29451,
782,carep,EQ_DHS,PUBLISHED,2013,AFR,SLE,,,,WQ4,,70.1 [58.1-79.8],70.07311999999999,58.0524,79.84508000000001,
783,carep,EQ_DHS,PUBLISHED,2013,AFR,SLE,,,,WQ5,,75.1 [55.1-88.1],75.06973,55.110969999999995,88.0746,
784,carep,EQ_MICS,PUBLISHED,2010,AFR,SLE,,,,WQ1,,71.9 [63.3-79.1],71.91826,63.35,79.14288,
785,carep,EQ_MICS,PUBLISHED,2005,AFR,SLE,,,,WQ5,,42.1 [28.8-56.7],42.1419,28.8392,56.692209999999996,
786,carep,EQ_MICS,PUBLISHED,2006,EMR,SOM,,,,WQ1,,4.6 [2.1-9.6],4.61069,2.14478,9.63263,
787,carep,EQ_MICS,PUBLISHED,2006,EMR,SOM,,,,WQ2,,7.7 [4.6-12.6],7.7175,4.61485,12.62992,
788,carep,EQ_MICS,PUBLISHED,2006,EMR,SOM,,,,WQ3,,13.1 [7.6-21.6],13.10966,7.61522,21.6398,
789,carep,EQ_MICS,PUBLISHED,2014,EMR,SDN,,,,WQ1,,27.2 [21.2-34.2],27.19623,21.185579999999998,34.172779999999996,
790,carep,EQ_MICS,PUBLISHED,2014,EMR,SDN,,,,WQ2,,45.4 [40.4-50.5],45.35726,40.35269,50.45745,
791,carep,EQ_MICS,PUBLISHED,2014,EMR,SDN,,,,WQ3,,61.9 [54.2-69.0],61.860240000000005,54.2181,68.95711999999999,
792,carep,EQ_MICS,PUBLISHED,2014,EMR,SDN,,,,WQ4,,54.1 [43.2-64.6],54.05183,43.17083,64.55976,
793,carep,EQ_MICS,PUBLISHED,2006,AMR,SUR,,,,WQ3,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
794,carep,EQ_MICS,PUBLISHED,2006,AMR,SUR,,,,WQ4,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
795,carep,EQ_MICS,PUBLISHED,2006,AMR,SUR,,,,WQ5,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
796,carep,EQ_MICS,PUBLISHED,2006,EMR,SYR,,,,WQ1,,71.6 [61.2-80.1],71.57923000000001,61.22659,80.06756,
797,carep,EQ_MICS,PUBLISHED,2005,EUR,TJK,,,,WQ5,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
798,carep,EQ_MICS,PUBLISHED,2015,SEAR,THA,,,,WQ1,,60.9 [30.1-85.0],60.94753000000001,30.08029,84.98841,Attention - Estimate is based on 25-49 cases.
799,carep,EQ_MICS,PUBLISHED,2015,SEAR,THA,,,,WQ2,,85.8 [54.0-96.9],85.76363,53.9949,96.86731999999999,Attention - Estimate is based on 25-49 cases.
800,carep,EQ_MICS,PUBLISHED,2015,SEAR,THA,,,,WQ3,,98.5 [94.1-99.7],98.54234,94.08025,99.65346,Attention - Estimate is based on 25-49 cases.
801,carep,EQ_DHS,PUBLISHED,2016,SEAR,TLS,,,,WQ1,,66.5 [44.3-83.2],66.48175,44.31827,83.17289,Attention - Estimate is based on 25-49 cases.
802,carep,EQ_DHS,PUBLISHED,2016,SEAR,TLS,,,,WQ2,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
803,carep,EQ_DHS,PUBLISHED,2016,SEAR,TLS,,,,WQ3,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
804,carep,EQ_DHS,PUBLISHED,2016,SEAR,TLS,,,,WQ4,,73.2 [51.3-87.6],73.21738,51.3041,87.64445,Attention - Estimate is based on 25-49 cases.
805,carep,EQ_DHS,PUBLISHED,2016,SEAR,TLS,,,,WQ5,,98.4 [92.2-99.7],98.3925,92.19468,99.68571,Attention - Estimate is based on 25-49 cases.
806,carep,EQ_MICS,PUBLISHED,2010,AFR,TGO,,,,WQ3,,31.4 [18.2-48.3],31.35383,18.24391,48.31692,Attention - Estimate is based on 25-49 cases.
807,carep,EQ_MICS,PUBLISHED,2010,AFR,TGO,,,,WQ4,,44.8 [25.7-65.6],44.77061,25.65391,65.56905,Attention - Estimate is based on 25-49 cases.
808,carep,EQ_MICS,PUBLISHED,2010,AFR,TGO,,,,WQ5,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
809,carep,EQ_MICS,PUBLISHED,2006,AFR,TGO,,,,WQ1,,18.4 [10.3-30.8],18.40752,10.25845,30.80773,
810,carep,EQ_MICS,PUBLISHED,2011,AMR,TTO,,,,WQ5,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
811,carep,EQ_MICS,PUBLISHED,2006,AMR,TTO,,,,WQ1,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
812,carep,EQ_MICS,PUBLISHED,2006,AMR,TTO,,,,WQ2,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
813,carep,EQ_MICS,PUBLISHED,2006,AMR,TTO,,,,WQ3,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
814,carep,EQ_DHS,PUBLISHED,1998,EUR,TUR,,,,WQ2,,No data,,,,Not available.
815,carep,EQ_DHS,PUBLISHED,1998,EUR,TUR,,,,WQ3,,No data,,,,Not available.
816,carep,EQ_DHS,PUBLISHED,1998,EUR,TUR,,,,WQ4,,No data,,,,Not available.
817,carep,EQ_DHS,PUBLISHED,1998,EUR,TUR,,,,WQ5,,No data,,,,Not available.
818,carep,EQ_MICS,PUBLISHED,2010,EMR,AFG,,,,WQ2,,60.3 [54.1-66.2],60.2968,54.089380000000006,66.18956999999999,
819,carep,EQ_MICS,PUBLISHED,2010,EMR,AFG,,,,WQ4,,62.9 [57.3-68.2],62.92108,57.291430000000005,68.22029,
820,carep,EQ_MICS,PUBLISHED,2005,EUR,ALB,,,,WQ1,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
821,carep,EQ_MICS,PUBLISHED,2005,EUR,ALB,,,,WQ3,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
822,carep,EQ_RHS,PUBLISHED,2002,EUR,ALB,,,,WQ3,,No data,,,,Not available.
823,carep,EQ_RHS,PUBLISHED,2002,EUR,ALB,,,,WQ5,,No data,,,,Not available.
824,carep,EQ_DHS,PUBLISHED,2015,AFR,AGO,,,,WQ2,,56.1 [43.9-67.5],56.0891,43.941359999999996,67.54852,
825,carep,EQ_DHS,PUBLISHED,2015,AFR,AGO,,,,WQ4,,82.1 [64.2-92.2],82.12746,64.16241,92.18385,Attention - Estimate is based on 25-49 cases.
826,carep,EQ_DHS,PUBLISHED,2015,EUR,ARM,,,,WQ1,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
827,carep,EQ_DHS,PUBLISHED,2015,EUR,ARM,,,,WQ3,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
828,carep,EQ_DHS,PUBLISHED,2010,EUR,ARM,,,,WQ3,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
829,carep,EQ_DHS,PUBLISHED,2010,EUR,ARM,,,,WQ5,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
830,carep,EQ_DHS,PUBLISHED,2000,EUR,ARM,,,,WQ2,,No data,,,,Not available.
831,carep,EQ_DHS,PUBLISHED,2000,EUR,ARM,,,,WQ4,,No data,,,,Not available.
832,carep,EQ_DHS,PUBLISHED,2014,SEAR,BGD,,,,WQ1,,37.8 [22.0-56.7],37.7534,21.9578,56.661919999999995,
833,carep,EQ_DHS,PUBLISHED,2014,SEAR,BGD,,,,WQ3,,36.0 [25.0-48.6],35.95947,25.011879999999998,48.59366,
834,carep,EQ_MICS,PUBLISHED,2012,SEAR,BGD,,,,WQ3,,37.3 [27.9-47.9],37.3415,27.870559999999998,47.89383,
835,carep,EQ_MICS,PUBLISHED,2012,SEAR,BGD,,,,WQ5,,43.6 [31.0-57.1],43.582840000000004,30.98085,57.072140000000005,
836,carep,EQ_DHS,PUBLISHED,2007,SEAR,BGD,,,,WQ2,,26.3 [15.9-40.4],26.342540000000003,15.88269,40.38381,
837,carep,EQ_DHS,PUBLISHED,2007,SEAR,BGD,,,,WQ4,,43.0 [29.0-58.2],43.00547,29.0414,58.178819999999995,
838,carep,EQ_DHS,PUBLISHED,2004,SEAR,BGD,,,,WQ1,,No data,,,,Not available.
839,carep,EQ_DHS,PUBLISHED,2004,SEAR,BGD,,,,WQ3,,No data,,,,Not available.
840,carep,EQ_DHS,PUBLISHED,1999,SEAR,BGD,,,,WQ3,,No data,,,,Not available.
841,carep,EQ_DHS,PUBLISHED,1999,SEAR,BGD,,,,WQ5,,No data,,,,Not available.
842,carep,EQ_DHS,PUBLISHED,1993,SEAR,BGD,,,,WQ2,,No data,,,,Not available.
843,carep,EQ_DHS,PUBLISHED,1993,SEAR,BGD,,,,WQ4,,No data,,,,Not available.
844,carep,EQ_MICS,PUBLISHED,2012,EUR,BLR,,,,WQ1,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
845,carep,EQ_MICS,PUBLISHED,2012,EUR,BLR,,,,WQ3,,95.9 [85.9-98.9],95.891,85.93224000000001,98.89081999999999,Attention - Estimate is based on 25-49 cases.
846,carep,EQ_MICS,PUBLISHED,2005,EUR,BLR,,,,WQ3,,95.3 [88.1-98.3],95.34581,88.11261,98.26446999999999,
847,carep,EQ_MICS,PUBLISHED,2005,EUR,BLR,,,,WQ5,,93.2 [80.9-97.8],93.19922,80.872,97.79831999999999,
848,carep,EQ_MICS,PUBLISHED,2011,AMR,BLZ,,,,WQ2,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
849,carep,EQ_MICS,PUBLISHED,2011,AMR,BLZ,,,,WQ4,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
850,carep,EQ_RHS,PUBLISHED,1991,AMR,BLZ,,,,WQ1,,No data,,,,Not available.
851,carep,EQ_RHS,PUBLISHED,1991,AMR,BLZ,,,,WQ3,,No data,,,,Not available.
852,carep,EQ_MICS,PUBLISHED,2014,AFR,BEN,,,,WQ3,,29.2 [17.7-44.1],29.193109999999997,17.700470000000003,44.14516,
853,carep,EQ_MICS,PUBLISHED,2014,AFR,BEN,,,,WQ5,,13.3 [7.0-23.9],13.3467,7.00908,23.93958,
854,carep,EQ_DHS,PUBLISHED,2006,AFR,BEN,,,,WQ2,,No data,,,,Not available.
855,carep,EQ_DHS,PUBLISHED,2006,AFR,BEN,,,,WQ4,,No data,,,,Not available.
856,carep,EQ_DHS,PUBLISHED,1996,AFR,BEN,,,,WQ1,,No data,,,,Not available.
857,carep,EQ_DHS,PUBLISHED,1996,AFR,BEN,,,,WQ3,,No data,,,,Not available.
858,carep,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,WQ3,,77.6 [64.2-87.1],77.64249000000001,64.2081,87.05124,
859,carep,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,WQ5,,81.8 [64.7-91.7],81.79914000000001,64.68329,91.68616,Attention - Estimate is based on 25-49 cases.
860,carep,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,,WQ2,,No data,,,,Not available.
861,carep,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,,WQ2,,No data,,,,Not available.
862,carep,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,,WQ4,,No data,,,,Not available.
863,carep,EQ_DHS,PUBLISHED,1994,AMR,BOL,,,,WQ1,,No data,,,,Not available.
864,carep,EQ_DHS,PUBLISHED,1994,AMR,BOL,,,,WQ3,,No data,,,,Not available.
865,carep,EQ_MICS,PUBLISHED,2011,EUR,BIH,,,,WQ3,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
866,carep,EQ_MICS,PUBLISHED,2011,EUR,BIH,,,,WQ5,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
867,carep,EQ_MICS,PUBLISHED,2006,EUR,BIH,,,,WQ2,,83.4 [71.4-91.0],83.37139,71.36926,90.97819,Attention - Estimate is based on 25-49 cases.
868,carep,EQ_DHS,PUBLISHED,1996,AMR,BRA,,,,WQ2,,No data,,,,Not available.
869,carep,EQ_DHS,PUBLISHED,1996,AMR,BRA,,,,WQ4,,No data,,,,Not available.
870,carep,EQ_MICS,PUBLISHED,2006,AFR,BFA,,,,WQ1,,40.8 [28.9-54.0],40.82482,28.877709999999997,53.964330000000004,
871,carep,EQ_MICS,PUBLISHED,2006,AFR,BFA,,,,WQ3,,29.0 [16.4-45.9],28.99874,16.40796,45.94123,Attention - Estimate is based on 25-49 cases.
872,carep,EQ_DHS,PUBLISHED,2003,AFR,BFA,,,,WQ5,,No data,,,,Not available.
873,carep,EQ_DHS,PUBLISHED,1998,AFR,BFA,,,,WQ2,,No data,,,,Not available.
874,carep,EQ_DHS,PUBLISHED,2016,AFR,BDI,,,,WQ2,,55.4 [47.8-62.8],55.384240000000005,47.75605,62.76699,
875,carep,EQ_DHS,PUBLISHED,2016,AFR,BDI,,,,WQ4,,66.6 [57.0-75.0],66.61423,56.971219999999995,75.04287,
876,carep,EQ_MICS,PUBLISHED,2005,AFR,BDI,,,,WQ1,,40.6 [32.8-49.1],40.64764,32.75513,49.054590000000005,
877,carep,EQ_MICS,PUBLISHED,2005,AFR,BDI,,,,WQ3,,30.5 [24.0-37.8],30.483220000000003,24.04576,37.78671,
878,carep,EQ_RHS,PUBLISHED,1998,AFR,CPV,,,,WQ5,,No data,,,,Not available.
879,carep,EQ_DHS,PUBLISHED,2014,WPR,KHM,,,,WQ2,,64.9 [49.0-78.1],64.91016,49.02507,78.06036,
880,carep,EQ_DHS,PUBLISHED,2010,WPR,KHM,,,,WQ2,,64.1 [53.3-73.6],64.05962,53.291419999999995,73.57624,
881,carep,EQ_DHS,PUBLISHED,2010,WPR,KHM,,,,WQ4,,56.1 [42.9-68.5],56.103840000000005,42.87151,68.52165,
882,carep,EQ_DHS,PUBLISHED,2000,WPR,KHM,,,,WQ1,,No data,,,,Not available.
883,carep,EQ_DHS,PUBLISHED,2000,WPR,KHM,,,,WQ3,,No data,,,,Not available.
884,carep,EQ_MICS,PUBLISHED,2014,AFR,CMR,,,,WQ5,,22.5 [9.7-43.8],22.455460000000002,9.7285,43.76083,Attention - Estimate is based on 25-49 cases.
885,carep,EQ_DHS,PUBLISHED,2011,AFR,CMR,,,,WQ2,,37.9 [29.4-47.3],37.925329999999995,29.38862,47.28135,
886,carep,EQ_MICS,PUBLISHED,2006,AFR,CMR,,,,WQ2,,38.4 [25.5-53.1],38.40842,25.54111,53.132419999999996,
887,carep,EQ_MICS,PUBLISHED,2006,AFR,CMR,,,,WQ4,,40.0 [25.6-56.2],39.95422,25.62446,56.23818000000001,
888,carep,EQ_DHS,PUBLISHED,1998,AFR,CMR,,,,WQ1,,No data,,,,Not available.
889,carep,EQ_DHS,PUBLISHED,1998,AFR,CMR,,,,WQ3,,No data,,,,Not available.
890,carep,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,WQ5,,56.4 [41.6-70.1],56.37526999999999,41.649570000000004,70.05646999999999,
891,carep,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,WQ2,,23.0 [14.0-35.4],22.99711,13.988520000000001,35.418240000000004,
892,carep,EQ_DHS,PUBLISHED,1994,AFR,CAF,,,,WQ2,,No data,,,,Not available.
893,carep,EQ_DHS,PUBLISHED,1994,AFR,CAF,,,,WQ4,,No data,,,,Not available.
894,carep,EQ_MICS,PUBLISHED,2010,AFR,TCD,,,,WQ1,,14.1 [9.6-20.2],14.10125,9.64048,20.16544,
895,carep,EQ_MICS,PUBLISHED,2010,AFR,TCD,,,,WQ3,,20.7 [15.0-27.8],20.70561,15.048129999999999,27.794190000000004,
896,carep,EQ_DHS,PUBLISHED,2004,AFR,TCD,,,,WQ5,,No data,,,,Not available.
897,carep,EQ_DHS,PUBLISHED,1996,AFR,TCD,,,,WQ2,,No data,,,,Not available.
898,carep,EQ_DHS,PUBLISHED,2015,AMR,COL,,,,WQ2,,No data,,,,Not available.
899,carep,EQ_DHS,PUBLISHED,2015,AMR,COL,,,,WQ4,,No data,,,,Not available.
900,carep,EQ_DHS,PUBLISHED,2005,AMR,COL,,,,WQ1,,No data,,,,Not available.
901,carep,EQ_DHS,PUBLISHED,2005,AMR,COL,,,,WQ3,,No data,,,,Not available.
902,carep,EQ_DHS,PUBLISHED,2000,AMR,COL,,,,WQ5,,No data,,,,Not available.
903,carep,EQ_DHS,PUBLISHED,1995,AMR,COL,,,,WQ2,,No data,,,,Not available.
904,carep,EQ_DHS,PUBLISHED,2012,AFR,COM,,,,WQ2,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
905,carep,EQ_DHS,PUBLISHED,2012,AFR,COM,,,,WQ4,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
906,carep,EQ_MICS,PUBLISHED,2014,AFR,COG,,,,WQ1,,17.8 [12.3-25.2],17.83661,12.28364,25.17928,
907,carep,EQ_MICS,PUBLISHED,2014,AFR,COG,,,,WQ3,,36.9 [24.1-51.9],36.90092,24.07561,51.889070000000004,
908,carep,EQ_DHS,PUBLISHED,2011,AFR,COG,,,,WQ5,,70.5 [49.7-85.3],70.51021999999999,49.65822,85.28459000000001,Attention - Estimate is based on 25-49 cases.
909,carep,EQ_DHS,PUBLISHED,2005,AFR,COG,,,,WQ2,,No data,,,,Not available.
910,carep,EQ_MICS,PUBLISHED,2011,AMR,CRI,,,,WQ2,,85.6 [58.5-96.2],85.58343,58.45374,96.16096,Attention - Estimate is based on 25-49 cases.
911,carep,EQ_MICS,PUBLISHED,2011,AMR,CRI,,,,WQ4,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
912,carep,EQ_MICS,PUBLISHED,2016,AFR,CIV,,,,WQ1,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
913,carep,EQ_MICS,PUBLISHED,2016,AFR,CIV,,,,WQ3,,48.9 [26.7-71.5],48.87145,26.736140000000002,71.45837,Attention - Estimate is based on 25-49 cases.
914,carep,EQ_DHS,PUBLISHED,2011,AFR,CIV,,,,WQ5,,41.8 [28.0-57.0],41.81916,28.013679999999997,57.03746999999999,Attention - Estimate is based on 25-49 cases.
915,carep,EQ_MICS,PUBLISHED,2006,AFR,CIV,,,,WQ2,,31.5 [21.6-43.5],31.48273,21.55111,43.45592,
916,carep,EQ_DHS,PUBLISHED,1998,AFR,CIV,,,,WQ2,,No data,,,,Not available.
917,carep,EQ_DHS,PUBLISHED,1998,AFR,CIV,,,,WQ4,,No data,,,,Not available.
918,carep,EQ_DHS,PUBLISHED,1994,AFR,CIV,,,,WQ1,,No data,,,,Not available.
919,carep,EQ_MICS,PUBLISHED,2014,AMR,CUB,,,,WQ1,,No data,,,,Not available.
920,carep,EQ_MICS,PUBLISHED,2014,AMR,CUB,,,,WQ3,,No data,,,,Not available.
921,carep,EQ_MICS,PUBLISHED,2010,AMR,CUB,,,,WQ5,,No data,,,,Not available.
922,carep,EQ_MICS,PUBLISHED,2006,AMR,CUB,,,,WQ2,,No data,,,,Not available.
923,carep,EQ_DHS,PUBLISHED,2013,AFR,COD,,,,WQ2,,39.9 [31.2-49.4],39.92565,31.181009999999997,49.363609999999994,
924,carep,EQ_DHS,PUBLISHED,2013,AFR,COD,,,,WQ4,,39.2 [28.9-50.5],39.152390000000004,28.86846,50.49895,
